-3,141592653589793; -1,0000000000756508
-3,041592653589793; -1,005020918438002
-2,941592653589793; -1,0203388439527947
-2,841592653589793; -1,046751601016587
-2,7415926535897928; -1,0857044281088732
-2,6415926535897927; -1,1394939271806397
-2,5415926535897926; -1,2116283144370357
-2,4415926535897925; -1,3074592596942742
-2,3415926535897924; -1,4353242010930178
-2,2415926535897923; -1,6087258112806153
-2,1415926535897922; -1,850815718155637
-2,041592653589792; -2,204604389002477
-1,941592653589792; -2,7597036015135226
-1,841592653589792; -3,7383341155133594
-1,7415926535897919; -5,883490073091828
-1,6415926535897918; -14,136832876636197
-1,5415926535897917; 34,247135666611925
-1,4415926535897916; 7,761293997045177
-1,3415926535897915; 4,40136785835756
-1,2415926535897914; 3,093202199416715
-1,1415926535897913; 2,4029979613017414
-1,0415926535897913; 1,9808016558879518
-0,9415926535897913; 1,6992321181231391
-0,8415926535897913; 1,500879468051663
-0,7415926535897913; 1,3561276411802585
-0,6415926535897913; 1,2482156514846054
-0,5415926535897914; 1,1670126318867498
-0,4415926535897914; 1,1061064194314076
-0,3415926535897914; 1,0613206212920165
-0,2415926535897914; 1,0299104906772072
-0,1415926535897914; 1,0101086659120808
-0,04159265358979139; 1,0008655983320047
0,058407346410208616; 1,0017081369064142
0,15840734641020862; 1,0126789737700101
0,2584073464102086; 1,0343420252385782
0,35840734641020866; 1,0678550471808312
0,45840734641020864; 1,115127532298141
0,5584073464102086; 1,1791061922585349
0,6584073464102086; 1,2642741099976489
0,7584073464102086; 1,3775389169457706
0,8584073464102085; 1,5298856572454151
0,9584073464102085; 1,7396630847061603
1,0584073464102086; 2,0397306013843433
1,1584073464102087; 2,49501513335828
1,2584073464102088; 3,253800998065081
1,3584073464102089; 4,743927529706457
1,458407346410209; 8,91642861294035
1,558407346410209; 80,71895791084155
1,6584073464102091; -11,428704185114231
1,7584073464102092; -5,361574682561308
1,8584073464102093; -3,5253200739270034
1,9584073464102094; -2,645658426593688
2,0584073464102093; -2,134395767325798
2,1584073464102094; -1,803835305905157
2,2584073464102095; -1,5755651882526798
2,3584073464102095; -1,4110944721845777
2,4584073464102096; -1,289381118579943
2,5584073464102097; -1,198016872501366
2,65840734641021; -1,1292805869621474
2,75840734641021; -1,0781921892396324
2,85840734641021; -1,0414819260143067
2,95840734641021; -1,0170162703528598
3,05840734641021; -1,0034699016019646
